30,Zn,Zinc,65.38,Zinc-deficient animals require 50% more food to gain the same weight of an animal supplied with adequate amounts of zinc. Zinc is not particularly toxic and is an essential element in the growth of all animals and plants. Plating thin layers of zinc on to iron or steel is known as galvanising and helps to protect the iron from corrosion. Info courtesy http://www.webelements.com/ ,TRUE,30.jpg
31,Ga,Gallium,69.723,Gallium is the only metal except for mercury caesium and rubidium which can be liquid near room temperatures; this makes possible its use in high-temperature thermometers. It has one of the longest liquid ranges of any metal and has a low vapour pressure even at high temperatures. Ultra-pure gallium has a beautiful silvery appearance and the solid metal exhibits a conchoidal fracture similar to glass. The metal expands on solidifying; therefore it should not be stored in glass or metal containers as they may break as the metal solidifies. Info courtesy http://www.webelements.com/ ,TRUE,31.jpg
32,Ge,Germanium,72.64,Germanium is a gray-white semi-metal and in its pure state is crystalline and brittle retaining its lustre in air at room temperature. It is a very important semiconductor material. Zone-refining techniques have led to production of crystalline germanium for semiconductor use with an impurity of only one part in 10-10. Certain germanium compounds have a low mammalian toxicity but a clear activity against certain bacteria which makes them of interest as chemotherapeutic agents. Info courtesy http://www.webelements.com/ ,FALSE,32.jpg
33,As,Arsenic,74.9216,"Elemental arsenic occurs in two solid modifications: yellow and grey or metallic with specific gravities of 1.97 and 5.73 respectively. The element is a steel grey very brittle crystalline semimetallic (metalloid) solid. It tarnishes in air and when heated rapidly oxidises to arsenous oxide which has a garlic odour. Arsenic and its compounds are poisonous as any reader of ""who-done-it"" books knows. Upon heating arsenic and some minerals containing arsenic it sublimes (transfers from the solid to the gaseous state without passing through the liquid state). Info courtesy http://www.webelements.com/ ",FALSE,33.jpg
34,Se,Selenium,78.96,Selenium can be prepared with either an amorphous or crystalline structure. Crystalline monoclinic selenium is deep red; crystalline hexagonal selenium the most stable variety is a metallic grey (see picture above). Elemental selenium is relatively nontoxic and is considered to be an essential trace element. However hydrogen selenide (H2Se) and other selenium compounds are extremely toxic and resemble arsenic in their physiological reactions. Hydrogen selenide in a concentration of 1.5 ppm is intolerable to man. Selenium occurs in some soils in amounts sufficient to produce serious effects on animals feeding on plants such as locoweed (an American plant) grown in such soils. Info courtesy http://www.webelements.com/ ,FALSE,34.jpg
35,Br,Bromine,79.904,Bromine is the only liquid nonmetallic element. It is a member of the halogen group. It is a heavy volatile mobile dangerous reddish-brown liquid. The red vapour has a strong unpleasant odour and the vapour irritates the eyes and throat. It is a bleaching. When spilled on the skin it produces painful sores. It is a serious health hazard and maximum safety precautions should be taken when handling it. Info courtesy http://www.webelements.com/ ,FALSE,35.jpg
36,Kr,Krypton,83.798,"Krypton is present in the air at about 1 ppm. The atmosphere of Mars contains a little (about 0.3 ppm) of krypton. It is characterised by its brilliant green and orange spectral lines. The spectral lines of krypton are easily produced and some are very sharp. In 1960 it was internationally agreed that the fundamental unit of length the metre should be defined as 1 m = 1650763.73 wavelengths (in vacuo) of the orange-red line of Kr-33. Under normal conditions krypton is colourless odourless fairly expensive gas. Solid krypton is a white crystalline substance with a face-centered cubic structure which is common to all the ""rare gases"". Krypton difluoride KrF2 has been prepared in gram quantities and can be made by several methods. Info courtesy http://www.webelements.com/ ",FALSE,36.jpg
37,Rb,Rubidium,85.4678,Rubidium can be liquid at ambient temperature but only on a hot day given that its melting point is about 40¡C. It is a soft silvery-white metallic element of the alkali metals group (Group 1). It is one of the most most electropositive and alkaline elements. It ignites spontaneously in air and reacts violently with water setting fire to the liberated hydrogen. As so with all the other alkali metals it forms amalgams with mercury. It alloys with gold caesium sodium and potassium. It colours a flame yellowish-violet. Info courtesy http://www.webelements.com/ ,TRUE,37.jpg
38,Sr,Strontium,87.62,Strontium does not occur as the free element. Strontium is softer than calcium and decomposes water more vigorously. Freshly cut strontium has a silvery appearance but rapidly turns a yellowish colour with the formation of the oxide. The finely divided metal ignites spontaneously in air. Volatile strontium salts impart an excellent crimson colour to flames and these salts are used in pyrotechnics. Info courtesy http://www.webelements.com/ ,TRUE,38.jpg
39,Y,Yttrium,88.90585,"Yttrium has a silvery-metallic lustre. Yttrium turnings ignite in air. Yttrium is found in most rare-earth minerals. Moon rocks contain yttrium and yttrium is used as a ""phosphor"" to produce the red colour in television screens. Info courtesy http://www.webelements.com/ ",TRUE,39.jpg
40,Zr,Zirkonium,91.224,Zirconium is a greyish-white lustrous metal. The finely divided metal can ignite spontaneously in air especially at elevated temperatures. The solid metal is much more difficult to ignite. The inherent toxicity of zirconium compounds is low. Hafnium is invariably found in zirconium ores and the separation is difficult. Commercial grade zirconium contains from 1 to 3% hafnium. The hafnium is removed from the zirconium used in the nuclear power industry. Info courtesy http://www.webelements.com/ ,TRUE,40.jpg
41,Nb,Niobium,92.90638,The name niobium was adopted officially by IUPAC in 1950 but a few commercial producers still like to refer to it as columbium. Niobium is a shiny white soft and ductile metal and takes on a bluish tinge when exposed to air at room temperatures for a long time. The metal starts to oxidize in air at high temperatures and when handled hot must be done so under a protective atmosphere so as to minimize oxide production. Info courtesy http://www.webelements.com/ ,TRUE,41.jpg
42,Mo,Molybdaenum,95.96,"Molybdenum is a silvery-white hard transition metal. Scheele discovered it in 1778. It was often confused with graphite and lead ore. Molybdenum is used in alloys electrodes and catalysts. The World War 2 German artillery piece called ""Big Bertha"" contains molybdenum as an essential component of its steel. Info courtesy http://www.webelements.com/ ",TRUE,42.jpg
43,Tc,Technetium,98,Since its discovery searches for the element technetium in terrestrial materials have been made without success. Technetium has been found in the spectrum of S- M- and N-type stars and its presence in stellar matter is leading to new theories of the production of heavy elements in the stars. Technetium is a silvery-grey metal that tarnishes slowly in moist air. Until 1960 technetium was available only in small amounts. The chemistry of technetium is related to that of rhenium. Info courtesy http://www.webelements.com/ ,TRUE,43.jpg
44,Ru,Ruthenium,101.07,Ruthenium is a hard white metal. It does not tarnish at room temperatures but oxidises in air at about 800¡C. The metal is not attacked by hot or cold acids or aqua regia but when potassium chlorate is added to the solution it oxidises explosively. Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). Info courtesy http://www.webelements.com/ ,TRUE,44.jpg
45,Rh,Rhodium,102.9055,Rhodium metal is silvery white. Rhodium has a higher melting point and lower density than platinum. It has a high reflectance and is hard and durable. Upon heating it turns to the oxide when red and at higher temperatures turns back to the element. It is a major component of industrial catalytic systems such as the BP-Monsanto process. Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). Info courtesy http://www.webelements.com/ ,TRUE,45.jpg
46,Pd,Palladium,106.42,Palladium is a steel-white metal does not tarnish in air and is the least dense and lowest melting of the platinum group metals. When annealed it is soft and ductile. Cold working increases its strength and hardness. It is used in some watch springs. Ruthenium rhodium palladium osmium iridium and platinum together make up a group of elements referred to as the platinum group metals (PGM). Info courtesy http://www.webelements.com/ ,TRUE,46.jpg
47,Ag,Silver,107.8682,Silver is somewhat rare and expensive although not as expensive as gold. Slag dumps in Asia Minor and on islands in the Aegean Sea indicate that man learned to separate silver from lead as early as 3000 B.C. Pure silver has a brilliant white metallic lustre. It is a little harder than gold and is very ductile and malleable. Pure silver has the highest electrical and thermal conductivity of all metals and possesses the lowest contact resistance. Silver iodide AgI is (or was?) used for causing clouds to produce rain. Info courtesy http://www.webelements.com/ ,TRUE,47.jpg
48,Cd,Cadmium,112.411,"Cadmium is a soft bluish-white metal and is easily cut with a knife. It is similar in many respects to zinc. Interestingly aa characteristic cadmium ""scream"" is heard on bending a cadmium bar (such as that illustrated above). Cadmium and its compounds are highly toxic. Silver solder which contains cadmium should be handled with care. Info courtesy http://www.webelements.com/ ",TRUE,48.jpg
49,In,Indium,114.818,"Indium is a very soft silvery-white metal with a brilliant lustre. The pure metal gives a high-pitched ""scream"" when bent. It wets glass as does gallium. It is useful for making low-melting alloys. An alloy of 24% indium and 76% gallium is liquid at room temperature. Canada produces the majority of of the world's supply of indium. Info courtesy http://www.webelements.com/ ",TRUE,49.jpg
50,Sn,Tin,118.71,"Ordinary tin is a silvery-white metal is malleable somewhat ductile and has a highly crystalline structure. Due to the breaking of these crystals a ""tin cry"" is heard when a bar is bent. The element has two allotropic forms. On warming grey or _-tin with a cubic structure changes at 13.2¡C into white or _-tin the ordinary form of the metal. White tin has a tetragonal structure. When tin is cooled below 13.2¡C it changes slowly from white to grey. This change is affected by impurities such as aluminium and zinc and can be prevented by small additions of antimony or bismuth. The conversion was first noted as growths on organ pipes in European cathedrals where it was thought to be the devils work. This conversion was also speculated to be caused microorganisms and was called ""tin plague"" or ""tin disease"". Info courtesy http://www.webelements.com/ ",TRUE,50.jpg
51,Sb,Antimony,121.76,Metallic antimony is an extremely brittle metal of a flaky crystalline texture. It is bluish white and has a metallic lustre. It is not acted on by air at room temperature but burns brilliantly when heated with the formation of white fumes. It is a poor conductor of heat and electricity. Antimony and its compounds are toxic. It is found mostly with other minerals and in stibnite. Info courtesy http://www.webelements.com/ ,FALSE,51.jpg
52,Te,Tellurium,127.6,"Crystalline tellurium has a silvery-white appearance and exhibits a metallic lustre when pure (see above). It is brittle and easily pulverised. Tellurium is a p-type semiconductor and shows varying conductivity with crystal alignment. Its conductivity increases slightly with exposure to light. It can be doped with silver copper gold tin or other elements. Humans exposed to as little as 0.01 mg m-3 in air or less develop ""tellurium breath"" which has a garlic-like odour. Info courtesy http://www.webelements.com/ ",FALSE,52.jpg
53,I,Iodine,126.90447,Iodine is a bluish-black lustrous solid. It volatilises at ambient temperatures into a pretty blue-violet gas with an irritating odour. It forms compounds with most elements but is less reactive than the other halogens which displace it from iodides. Iodine exhibits some metallic-like properties. It dissolves readily in chloroform carbon tetrachloride or carbon disulphide to form beautiful purple solutions. It is only slightly soluble in water. Iodine compounds are important in organic chemistry and very useful in medicine and photography. Lack of iodine is the cause of goitre (Derbyshire neck). The deep blue colour with starch solution is characteristic of the free element. It is assimilated by seaweeds from which it may be recovered and is found in Chilean saltpetre caliche old salt brines and salt wells. Info courtesy http://www.webelements.com/ ,FALSE,53.jpg
54,Xe,Xenon,131.293,"Xenon is a ""noble"" or ""inert"" gas present in the atmosphere to a small extent. Xenon is present in the Martian atmosphere to the extent of about 0.08 ppm. Before 1962 it was generally assumed that xenon and other noble gases were unable to form compounds. Among the compounds of xenon now reported are xenon hydrate sodium perxenate xenon deuterate difluoride tetrafluoride hexafluoride and XePtF6 and XeRhF6. The highly explosive xenon trioxide XeO3 is known. Info courtesy http://www.webelements.com/ ",FALSE,54.jpg
55,Cs,Cesium,132.9054519,Caesium is known as cesium in the USA. The metal is characterised by a spectrum containing two bright lines in the blue (accounting for its name). It is silvery gold soft and ductile. It is the most electropositive and most alkaline element. Caesium gallium and mercury are the only three metals that are liquid at or around room temperature. Caesium reacts explosively with cold water and reacts with ice at temperatures above -116¡C. Caesium hydroxide is a strong base and attacks glass. Info courtesy http://www.webelements.com/ ,TRUE,55.jpg
56,Ba,Barium,137.327,Barium is a metallic element soft and when pure is silvery white like lead. The metal oxidises very easily and it reacts with water or alcohol. Barium is one of the alkaline-earth metals. Small amounts of barium compounds are used in paints and glasses. Info courtesy http://www.webelements.com/ ,TRUE,56.jpg
57,La,Lanthanum,138.90547,Lanthanum is silvery white malleable ductile and soft enough to be cut with a knife. It is one of the most reactive of the rare-earth metals. It oxidises rapidly when exposed to air. Cold water attacks lanthanum slowly and hot water attacks it much more rapidly. The metal reacts directly with elemental carbon nitrogen boron selenium silicon phosphorus sulphur and with halogens. It is a component of misch metal (used for making lighter flints). Info courtesy http://www.webelements.com/ ,TRUE,57.jpg
58,Ce,Cerium,140.116,Metallic cerium is prepared by reduction techniques such as by reducing cerous fluoride with calcium or by electrolysis of molten cerous chloride or other cerous halides. Cerium is an iron-grey lustrous metal. It is malleable and oxidises very readily at room temperature especially in moist air. Except for europium cerium is the most reactive of the rare-earth metals. It slowly decomposes in cold water and rapidly in hot water. Alkali solutions and dilute and concentrated acids attack the metal rapidly. The pure metal may ignite when scratched with a knife. Info courtesy http://www.webelements.com/ ,TRUE,58.jpg
59,Pr,Praseodymium,140.90765,"Praseodymium is soft silvery malleable and ductile. It was prepared in relatively pure form in 1931. It is somewhat more resistant to corrosion in air than europium lanthanum cerium or neodymium but it does develop a green oxide coating that ""spalls"" away when exposed to air. The metal should be stored under an inert atmosphere or under mineral oil or petroleum. Info courtesy http://www.webelements.com/ ",TRUE,59.jpg
60,Nd,Neodymium,144.242,Neodymium is present in misch metal to the extent of about 18%. The metal has a bright silvery metallic lustre. Neodymium is one of the more reactive rare-earth metals and quickly tarnishes in air forming an oxide that spalls off and exposes the metal to further oxidation. It is one of the rare earth metals. Info courtesy http://www.webelements.com/ ,TRUE,60.jpg
61,Pm,Promethium,145,Great care is required while handling promethium as a consequence of its radioactivity. Promethium salts luminesce in the dark with a pale blue or greenish glow due to their high radioactivity. Ion-exchange methods led to the preparation of about 10 g of promethium from atomic reactor fuel processing wastes in early 1963. Little is yet generally known about the properties of metallic promethium. More than 30 promethium compounds have been prepared. Promethium is a rare earth metal. It appears that there is no known Pm existing in the earth's crust. Info courtesy http://www.webelements.com/ ,TRUE,61.jpg
62,Sm,Samarium,150.36,Samarium has a bright silver lustre and is reasonably stable in air. It ignites in air at 150¡C. It is a rare earth metal. It is found with other rare earth elements in minerals including monazite and bastnaesite and is used in electronics industries. Info courtesy http://www.webelements.com/ ,TRUE,62.jpg
63,Eu,Europium,151.964,Europium ignites in air at about 150 to 180¡C. Europium is about as hard as lead and is quite ductile. It is the most reactive of the rare earth metals quickly oxidising in air. It resembles calcium in its reaction with water. It is used in television screens to produce a red colour. Info courtesy http://www.webelements.com/ ,TRUE,63.jpg
64,Gd,Gadolinium,157.25,"Gadolinium is silvery white has a metallic lustre and is is malleable and ductile. It is ferromagnetic (strongly attracted by a magnet). The metal is relatively stable in dry air but in moist air it tarnishes with the formation of a loosely adhering oxide film which ""spalls"" off and exposes more surface to oxidation. The metal reacts slowly with water and is soluble in dilute acid. Gadolinium has the highest thermal neutron capture cross-section of any known element. Info courtesy http://www.webelements.com/ ",TRUE,64.jpg
65,Tb,Terbium,158.92535,Terbium is reasonably stable in air. It is a silvery-grey metal and is malleable ductile and soft enough to be cut with a knife. It is a rare earth metal found in cerite gadolinite and monazite. The element itself was isolated only recently. Info courtesy http://www.webelements.com/ ,TRUE,65.jpg
66,Dy,Dysprosium,162.5001,Dysprosium has a metallic bright silver lustre. It is relatively stable in air at room temperature but dissolves readily with the evolution of hydrogen in mineral acids. The metal is soft enough to be cut with a knife and can be machined without sparking if overheating is avoided. It is a rare earth metal found in minerals such as xenotime monazite and bastnaesite. Info courtesy http://www.webelements.com/ ,TRUE,66.jpg
67,Ho,Holmium,164.93032,Holmium is relatively soft and malleable and is stable in dry air at room temperature. It oxidises rapidly in moist air and at elevated temperatures. The metal has unusual magnetic properties. The metal is a rare earth metal found in monazite gadolinite and other minerals. Info courtesy http://www.webelements.com/ ,TRUE,67.jpg
68,Er,Erbium,167.259,Pure erbium metal is soft and malleable and has a bright silvery metallic lustre. As with other rare-earth metals its properties depend to a certain extent on impurities present. The metal is fairly stable in air and does not oxidise as rapidly as some of the other rare-earth metals. Info courtesy http://www.webelements.com/ ,TRUE,68.jpg
